Horario,Conta,Instrumento,Lado,QtdOrdem,QtdExecucaoAtual,QtdExecutadaAcumulada,PrecoExecutado,NotionaldaOrdem,NotionaldaExecucaoAtual,NotionaldaExecucaoAcumulada,EnteringTrader
2021-11-27T13:24:16.533,164532,SLCE3,2,18500,12700,12700,10.75,198875.0,136525.0,136525.0,DAVIS
2021-11-27T13:02:11.341,918239,SLCE3,2,6500,700,6500,18.53,120445.00000000001,12971.0,120445.00000000001,WILLIAMS
2021-11-27T17:49:10.334,849651,RAPT4,1,18500,15200,18500,17.35,320975.0,263720.0,320975.0,WILLIAMS
2021-11-27T15:56:11.990,164532,SLCE3,2,18500,5800,18500,10.75,198875.0,62350.0,198875.0,DAVIS
2021-11-27T16:34:28.436,981727,BBAS3,1,14500,3200,14500,17.75,257375.0,56800.0,257375.0,JONES
2021-11-27T15:22:14.782,918239,GOAU4,2,7500,7400,7400,16.43,123225.0,121582.0,121582.0,JOHNSON
2021-11-27T10:56:44.522,918237,BBAS3,2,2500,2500,2500,12.74,31850.0,31850.0,31850.0,BROWN
2021-11-27T11:04:49.307,498213,ITUB4,1,22500,11000,11000,14.19,319275.0,156090.0,156090.0,SMITH
2021-11-27T17:19:51.148,918239,VALE3,2,9500,200,9300,15.09,143355.0,3018.0,140337.0,WILLIAMS
2021-11-27T13:27:49.906,879865,GOAU4,1,5500,5500,5500,19.84,109120.0,109120.0,109120.0,SMITH
2021-11-27T13:42:18.407,987453,RAPT4,1,4500,3400,3400,18.69,84105.0,63546.00000000001,63546.00000000001,MILLER
2021-11-27T13:05:32.511,987453,GOAU4,2,13500,13500,13500,15.87,214245.0,214245.0,214245.0,SMITH
2021-11-27T13:18:58.585,981727,GOAU4,1,14500,14500,14500,15.09,218805.0,218805.0,218805.0,DAVIS
2021-11-27T16:28:10.901,918239,VALE3,2,20500,200,20300,11.9,243950.0,2380.0,241570.0,WILLIAMS
2021-11-27T16:54:10.594,918239,GOAU4,2,7500,100,7500,16.43,123225.0,1643.0,123225.0,JOHNSON
2021-11-27T16:54:30.141,918239,VALE3,2,20500,100,20400,11.9,243950.0,1190.0,242760.0,WILLIAMS
2021-11-27T16:30:51.143,849651,SLCE3,1,23500,5500,5500,14.68,344980.0,80740.0,80740.0,RODRIGUEZ
2021-11-27T13:57:18.007,164532,SLCE3,2,10500,10500,10500,10.09,105945.0,105945.0,105945.0,MARTINEZ
2021-11-27T17:07:49.659,849651,ITUB4,1,9500,4700,7000,16.49,156654.99999999997,77502.99999999999,115430.00000000006,BROWN
2021-11-27T17:40:39.684,987453,PETR4,2,17500,1400,17500,18.34,320950.0,25676.0,320950.0,WILLIAMS
2021-11-27T16:29:56.650,987453,RAPT4,1,4500,400,3800,18.69,84105.0,7476.000000000001,71022.0,MILLER
2021-11-27T17:15:26.132,849651,ITUB4,1,9500,2300,9300,16.49,156654.99999999997,37927.0,153357.0,BROWN
2021-11-27T17:36:51.793,918239,VALE3,2,20500,100,20500,11.9,243950.0,1190.0,243950.0,WILLIAMS
2021-11-27T12:47:44.925,849651,BBAS3,2,14500,14000,14000,19.4,281300.0,271600.0,271600.0,MARTINEZ
2021-11-27T16:43:54.527,849651,VALE3,1,24500,12200,12200,15.0,367500.0,183000.0,183000.0,DAVIS
2021-11-27T13:12:06.499,918239,PETR4,1,1500,400,400,11.56,17340.0,4624.0,4624.0,RODRIGUEZ
2021-11-27T14:45:14.209,918237,IGTI3,1,24500,24500,24500,16.59,406455.0,406455.0,406455.0,MILLER
2021-11-27T10:58:11.060,879865,PETR4,1,8500,7900,7900,12.61,107185.0,99619.0,99619.0,BROWN
2021-11-27T13:09:23.331,918237,RAPT4,1,7500,2300,2300,15.65,117375.0,35995.0,35995.0,JOHNSON
2021-11-27T11:26:05.857,879865,PETR4,1,8500,100,8000,12.61,107185.0,1261.0,100880.0,BROWN
2021-11-27T15:55:05.573,498213,ITUB4,2,11500,11400,11400,17.59,202285.0,200526.0,200526.0,MILLER
2021-11-27T12:40:55.319,498213,RAPT4,1,500,400,400,16.98,8490.0,6792.0,6792.0,MILLER
2021-11-27T16:52:57.123,849651,SLCE3,1,23500,18000,23500,14.68,344980.0,264240.0,344980.0,RODRIGUEZ
2021-11-27T13:13:34.494,981727,PETR4,2,10500,10500,10500,15.56,163380.0,163380.0,163380.0,WILLIAMS
2021-11-27T11:29:06.044,918237,ITUB4,1,14500,14500,14500,16.33,236784.99999999997,236784.99999999997,236784.99999999997,BROWN
2021-11-27T15:30:23.720,879865,POMO4,1,24500,24500,24500,14.46,354270.0,354270.0,354270.0,JONES
2021-11-27T13:52:17.229,879865,IGTI3,2,500,400,500,13.59,6795.0,5436.0,6795.0,DAVIS
2021-11-27T17:21:05.440,849651,ITUB4,1,9500,100,9400,16.49,156654.99999999997,1648.9999999999998,155005.99999999997,BROWN
2021-11-27T11:47:20.329,879865,SLCE3,2,9500,9500,9500,16.08,152759.99999999997,152759.99999999997,152759.99999999997,GARCIA
2021-11-27T11:30:39.144,987453,BPAC11,2,3500,3300,3300,16.39,57365.0,54087.0,54087.0,BROWN
2021-11-27T16:22:25.394,498213,ITUB4,2,11500,100,11500,17.59,202285.0,1759.0,202285.0,MILLER
2021-11-27T10:36:07.381,071264,ITUB4,1,14500,7300,7300,14.59,211555.0,106507.0,106507.0,JOHNSON
2021-11-27T15:22:38.238,498213,ITUB4,1,22500,11500,22500,14.19,319275.0,163185.0,319275.0,SMITH
2021-11-27T13:33:40.170,498213,RAPT4,1,500,100,500,16.98,8490.0,1698.0,8490.0,MILLER
2021-11-27T14:55:07.598,987453,BBAS3,2,10500,7500,7500,16.21,170205.0,121575.0,121575.0,MILLER
2021-11-27T17:07:40.902,987453,RAPT4,1,4500,200,4000,18.69,84105.0,3738.0000000000005,74760.0,MILLER
2021-11-27T11:35:38.788,879865,GOAU4,2,7500,1300,1300,19.48,146100.0,25324.0,25324.0,JOHNSON
2021-11-27T17:40:22.502,918239,VALE3,2,9500,100,9400,15.09,143355.0,1509.0,141846.0,WILLIAMS
2021-11-27T17:43:13.733,918239,VALE3,2,9500,100,9500,15.09,143355.0,1509.0,143355.0,WILLIAMS
2021-11-27T12:11:05.324,879865,GOAU4,2,7500,6200,7500,19.48,146100.0,120776.0,146100.0,JOHNSON
2021-11-27T15:20:30.617,918239,PETR4,1,1500,1100,1500,11.56,17340.0,12716.0,17340.0,RODRIGUEZ
2021-11-27T16:25:30.304,987453,BBAS3,2,10500,3000,10500,16.21,170205.0,48630.0,170205.0,MILLER
2021-11-27T12:58:24.614,987453,BPAC11,2,3500,100,3400,16.39,57365.0,1639.0,55726.0,BROWN
2021-11-27T14:35:00.646,498213,BBAS3,2,3500,1500,1500,14.44,50540.0,21660.0,21660.0,SMITH
2021-11-27T13:38:06.231,987453,GOAU4,1,4500,2400,4500,14.87,66915.0,35688.0,66915.0,WILLIAMS
2021-11-27T15:36:41.980,918239,SLCE3,2,24500,24500,24500,10.07,246715.0,246715.0,246715.0,BROWN
2021-11-27T15:16:25.647,918237,RAPT4,1,7500,900,3200,15.65,117375.0,14085.0,50080.0,JOHNSON
2021-11-27T15:39:06.182,987453,BPAC11,2,3500,100,3500,16.39,57365.0,1639.0,57365.0,BROWN
2021-11-27T10:52:07.734,498213,ITUB4,1,10500,600,600,16.82,176610.0,10092.0,10092.0,DAVIS
2021-11-27T13:26:15.296,498213,POMO4,1,18500,16600,16600,11.19,207015.0,185754.0,185754.0,MARTINEZ
2021-11-27T17:27:31.928,164532,POMO4,2,19500,800,800,13.38,260910.00000000003,10704.0,10704.0,DAVIS
2021-11-27T17:17:08.473,987453,RAPT4,1,4500,300,4300,18.69,84105.0,5607.0,80367.0,MILLER
2021-11-27T16:18:54.416,498213,BBAS3,2,3500,1100,2600,14.44,50540.0,15884.0,37544.0,SMITH
2021-11-27T17:47:21.593,164532,POMO4,2,19500,11900,12700,13.38,260910.00000000003,159222.0,169926.0,DAVIS
2021-11-27T15:16:42.890,849651,POMO4,1,18500,14600,14600,16.59,306915.0,242214.0,242214.0,BROWN
2021-11-27T14:22:11.605,879865,POMO4,2,11500,11500,11500,16.29,187335.0,187335.0,187335.0,MARTINEZ
2021-11-27T16:43:43.410,918237,RAPT4,1,7500,4200,7400,15.65,117375.0,65730.0,115810.0,JOHNSON
2021-11-27T17:38:01.502,987453,RAPT4,1,4500,200,4500,18.69,84105.0,3738.0000000000005,84105.0,MILLER
2021-11-27T15:56:40.767,879865,PETR4,1,8500,500,8500,12.61,107185.0,6305.0,107185.0,BROWN
2021-11-27T17:26:19.630,849651,ITUB4,1,9500,100,9500,16.49,156654.99999999997,1648.9999999999998,156654.99999999997,BROWN
2021-11-27T12:40:32.920,849651,GOAU4,1,1500,1500,1500,18.99,28484.999999999996,28484.999999999996,28484.999999999996,GARCIA
2021-11-27T15:51:58.614,498213,ITUB4,1,10500,9900,10500,16.82,176610.0,166518.0,176610.0,DAVIS
2021-11-27T17:17:28.275,849651,VALE3,1,24500,12300,24500,15.0,367500.0,184500.0,367500.0,DAVIS
2021-11-27T16:06:27.665,849651,GOAU4,2,23500,22900,22900,12.58,295630.0,288082.0,288082.0,BROWN
2021-11-27T12:04:52.396,071264,SLCE3,1,22500,22500,22500,12.11,272475.0,272475.0,272475.0,WILLIAMS
2021-11-27T12:21:26.147,849651,POMO4,1,17500,9000,9000,18.53,324275.0,166770.0,166770.0,MILLER
2021-11-27T17:19:12.958,849651,GOAU4,2,23500,600,23500,12.58,295630.0,7548.0,295630.0,BROWN
2021-11-27T17:19:28.027,849651,POMO4,1,18500,3900,18500,16.59,306915.0,64701.0,306915.0,BROWN
2021-11-27T17:52:01.129,164532,POMO4,2,19500,5600,18300,13.38,260910.00000000003,74928.0,244854.0,DAVIS
2021-11-27T14:36:45.155,164532,VALE3,1,18500,13300,13300,13.58,251230.0,180614.0,180614.0,GARCIA
2021-11-27T14:06:00.823,498213,POMO4,1,18500,1600,18200,11.19,207015.0,17904.0,203658.0,MARTINEZ
2021-11-27T16:57:36.052,918237,RAPT4,1,7500,100,7500,15.65,117375.0,1565.0,117375.0,JOHNSON
2021-11-27T14:57:27.316,849651,IGTI3,2,1500,1500,1500,13.13,19695.0,19695.0,19695.0,JOHNSON
2021-11-27T17:04:33.362,164532,VALE3,1,18500,2000,15300,13.58,251230.0,27160.0,207774.0,GARCIA
2021-11-27T10:41:54.315,164532,BPAC11,2,2500,2200,2200,18.41,46025.0,40502.0,40502.0,BROWN
2021-11-27T16:44:19.113,498213,POMO4,1,18500,200,18400,11.19,207015.0,2238.0,205896.0,MARTINEZ
2021-11-27T14:05:41.846,164532,BPAC11,2,2500,100,2300,18.41,46025.0,1841.0,42343.0,BROWN
2021-11-27T16:54:00.400,498213,BBAS3,2,3500,900,3500,14.44,50540.0,12996.0,50540.0,SMITH
2021-11-27T17:19:51.033,164532,VALE3,1,18500,1400,16700,13.58,251230.0,19012.0,226786.0,GARCIA
2021-11-27T11:19:23.419,879865,SLCE3,1,11500,11500,11500,17.3,198950.0,198950.0,198950.0,WILLIAMS
2021-11-27T13:02:21.480,071264,ITUB4,1,14500,7200,14500,14.59,211555.0,105048.0,211555.0,JOHNSON
2021-11-27T17:37:16.314,164532,VALE3,1,18500,1400,18100,13.58,251230.0,19012.0,245798.0,GARCIA
2021-11-27T17:25:57.986,498213,POMO4,1,18500,100,18500,11.19,207015.0,1119.0,207015.0,MARTINEZ
2021-11-27T15:11:04.398,164532,BPAC11,2,2500,100,2400,18.41,46025.0,1841.0,44184.0,BROWN
2021-11-27T15:04:06.215,849651,POMO4,1,17500,8500,17500,18.53,324275.0,157505.0,324275.0,MILLER
2021-11-27T14:00:49.267,071264,POMO4,1,13500,13500,13500,13.08,176580.0,176580.0,176580.0,JOHNSON
2021-11-27T10:22:31.484,164532,IGTI3,1,19500,19500,19500,19.9,388050.0,388050.0,388050.0,MARTINEZ
2021-11-27T15:38:24.450,071264,VALE3,1,12500,11100,11100,12.44,155500.0,138084.0,138084.0,JOHNSON
2021-11-27T16:32:12.588,849651,ITUB4,2,19500,17100,17100,10.78,210210.0,184338.0,184338.0,JONES
2021-11-27T10:49:08.204,987453,BBAS3,1,15500,11400,11400,16.44,254820.00000000003,187416.00000000003,187416.00000000003,JONES
2021-11-27T17:35:19.604,849651,ITUB4,2,19500,900,18000,10.78,210210.0,9702.0,194040.0,JONES
2021-11-27T11:17:41.170,918237,BPAC11,2,12500,12500,12500,15.82,197750.0,197750.0,197750.0,JONES
2021-11-27T12:17:43.332,918239,BBAS3,2,12500,6700,6700,19.58,244749.99999999997,131186.0,131186.0,WILLIAMS
2021-11-27T17:43:41.414,849651,ITUB4,2,19500,1500,19500,10.78,210210.0,16169.999999999998,210210.0,JONES
2021-11-27T14:23:59.199,918239,BBAS3,2,12500,200,6900,19.58,244749.99999999997,3915.9999999999995,135102.0,WILLIAMS
2021-11-27T10:42:48.584,987453,BBAS3,2,7500,2400,2400,12.55,94125.0,30120.0,30120.0,MILLER
2021-11-27T16:58:08.215,071264,VALE3,1,12500,1400,12500,12.44,155500.0,17416.0,155500.0,JOHNSON
2021-11-27T17:04:00.378,987453,POMO4,1,4500,4500,4500,19.73,88785.0,88785.0,88785.0,MARTINEZ
2021-11-27T13:16:16.816,071264,ITUB4,2,11500,10500,10500,13.78,158470.0,144690.0,144690.0,WILLIAMS
2021-11-27T11:21:13.606,918239,RAPT4,1,12500,7600,7600,12.74,159250.0,96824.0,96824.0,DAVIS
2021-11-27T14:53:05.899,498213,VALE3,1,11500,3600,3600,11.63,133745.0,41868.0,41868.0,JOHNSON
2021-11-27T13:20:18.365,987453,BBAS3,1,15500,4100,15500,16.44,254820.00000000003,67404.0,254820.00000000003,JONES
2021-11-27T17:50:23.887,164532,VALE3,1,18500,100,18200,13.58,251230.0,1358.0,247156.0,GARCIA
2021-11-27T16:26:57.383,164532,BPAC11,2,2500,100,2500,18.41,46025.0,1841.0,46025.0,BROWN
2021-11-27T16:44:44.551,918237,IGTI3,1,1500,1500,1500,10.82,16230.0,16230.0,16230.0,GARCIA
2021-11-27T10:56:39.160,987453,IGTI3,2,24500,24500,24500,10.54,258229.99999999997,258229.99999999997,258229.99999999997,DAVIS
2021-11-27T17:16:46.171,987453,PETR4,2,500,300,300,16.4,8200.0,4920.0,4920.0,GARCIA
2021-11-27T11:48:21.684,918239,RAPT4,1,12500,4900,12500,12.74,159250.0,62426.0,159250.0,DAVIS
2021-11-27T15:42:11.853,918239,BBAS3,2,12500,5600,12500,19.58,244749.99999999997,109647.99999999999,244749.99999999997,WILLIAMS
2021-11-27T11:07:15.555,164532,GOAU4,1,1500,1100,1100,16.41,24615.0,18051.0,18051.0,WILLIAMS
2021-11-27T13:37:49.488,164532,SLCE3,1,15500,4200,4200,13.35,206925.0,56070.0,56070.0,SMITH
2021-11-27T17:04:08.341,849651,GOAU4,1,10500,8100,8100,18.48,194040.0,149688.0,149688.0,RODRIGUEZ
2021-11-27T11:16:15.203,164532,SLCE3,2,18500,7100,7100,10.34,191290.0,73414.0,73414.0,WILLIAMS
2021-11-27T16:56:48.327,918237,PETR4,2,17500,17200,17200,19.15,335125.0,329380.0,329380.0,GARCIA
2021-11-27T16:25:46.125,918237,RAPT4,1,16500,16500,16500,18.7,308550.0,308550.0,308550.0,MARTINEZ
2021-11-27T17:54:57.350,164532,POMO4,2,19500,800,19100,13.38,260910.00000000003,10704.0,255558.00000000003,DAVIS
2021-11-27T15:11:15.168,849651,BBAS3,1,15500,15500,15500,18.7,289850.0,289850.0,289850.0,MARTINEZ
2021-11-27T17:33:25.317,849651,GOAU4,1,10500,2400,10500,18.48,194040.0,44352.0,194040.0,RODRIGUEZ
2021-11-27T17:57:44.572,164532,POMO4,2,19500,400,19500,13.38,260910.00000000003,5352.0,260910.00000000003,DAVIS
2021-11-27T17:54:10.919,164532,VALE3,1,18500,300,18500,13.58,251230.0,4074.0,251230.0,GARCIA
2021-11-27T17:41:47.846,918237,PETR4,2,17500,100,17300,19.15,335125.0,1914.9999999999998,331295.0,GARCIA
2021-11-27T15:15:00.165,164532,SLCE3,1,15500,11300,15500,13.35,206925.0,150855.0,206925.0,SMITH
2021-11-27T12:45:35.904,164532,SLCE3,2,18500,11400,18500,10.34,191290.0,117876.0,191290.0,WILLIAMS
2021-11-27T14:40:27.426,981727,IGTI3,1,2500,2500,2500,19.79,49475.0,49475.0,49475.0,MARTINEZ
2021-11-27T14:00:59.661,164532,GOAU4,1,1500,200,1300,16.41,24615.0,3282.0,21333.0,WILLIAMS
2021-11-27T13:53:41.424,071264,ITUB4,2,11500,400,10900,13.78,158470.0,5512.0,150202.0,WILLIAMS
2021-11-27T16:43:04.216,071264,ITUB4,2,11500,200,11100,13.78,158470.0,2756.0,152958.0,WILLIAMS
2021-11-27T13:53:55.352,987453,SLCE3,1,2500,1600,1600,18.98,47450.0,30368.0,30368.0,SMITH
2021-11-27T14:21:17.405,981727,POMO4,1,24500,24300,24300,18.86,462070.0,458298.0,458298.0,JOHNSON
2021-11-27T17:43:10.748,071264,ITUB4,2,11500,300,11400,13.78,158470.0,4134.0,157092.0,WILLIAMS
2021-11-27T17:42:12.826,918237,PETR4,2,17500,200,17500,19.15,335125.0,3829.9999999999995,335125.0,GARCIA
2021-11-27T17:30:52.116,879865,VALE3,1,5500,5500,5500,16.96,93280.0,93280.0,93280.0,WILLIAMS
2021-11-27T15:10:21.185,981727,POMO4,1,24500,100,24400,18.86,462070.0,1886.0,460184.0,JOHNSON
2021-11-27T11:07:48.207,918239,BPAC11,1,500,500,500,14.91,7455.0,7455.0,7455.0,RODRIGUEZ
2021-11-27T15:40:38.255,164532,GOAU4,1,1500,100,1400,16.41,24615.0,1641.0,22974.0,WILLIAMS
2021-11-27T14:44:54.410,849651,SLCE3,1,13500,4800,4800,18.51,249885.00000000003,88848.00000000001,88848.00000000001,BROWN
2021-11-27T15:47:19.100,164532,GOAU4,1,1500,100,1500,16.41,24615.0,1641.0,24615.0,WILLIAMS
2021-11-27T15:44:12.706,987453,SLCE3,1,2500,400,2000,18.98,47450.0,7592.0,37960.0,SMITH
2021-11-27T14:00:47.113,164532,RAPT4,1,8500,8500,8500,15.19,129115.0,129115.0,129115.0,DAVIS
2021-11-27T16:29:15.170,987453,BBAS3,2,7500,4000,6400,12.55,94125.0,50200.0,80320.0,MILLER
2021-11-27T16:24:53.575,498213,VALE3,1,11500,7900,11500,11.63,133745.0,91877.0,133745.0,JOHNSON
2021-11-27T16:25:04.581,987453,SLCE3,1,2500,500,2500,18.98,47450.0,9490.0,47450.0,SMITH
2021-11-27T16:26:58.768,918237,SLCE3,2,23500,23500,23500,14.88,349680.0,349680.0,349680.0,DAVIS
2021-11-27T15:56:15.054,849651,SLCE3,1,13500,8700,13500,18.51,249885.00000000003,161037.0,249884.99999999988,BROWN
2021-11-27T13:21:03.212,498213,GOAU4,2,5500,100,100,16.49,90694.99999999999,1648.9999999999998,1648.9999999999998,GARCIA
2021-11-27T15:58:32.571,981727,POMO4,1,24500,100,24500,18.86,462070.0,1886.0,462070.0,JOHNSON
2021-11-27T15:42:05.212,498213,GOAU4,2,5500,5400,5500,16.49,90694.99999999999,89045.99999999999,90694.99999999999,GARCIA
2021-11-27T17:34:00.760,987453,BBAS3,2,7500,600,7000,12.55,94125.0,7530.0,87850.0,MILLER
2021-11-27T16:24:50.351,164532,GOAU4,2,12500,12500,12500,18.51,231375.00000000003,231375.00000000003,231375.00000000003,JOHNSON
2021-11-27T12:12:55.930,981727,BBAS3,2,500,500,500,11.68,5840.0,5840.0,5840.0,BROWN
2021-11-27T17:45:40.848,071264,ITUB4,2,11500,100,11500,13.78,158470.0,1378.0,158470.0,WILLIAMS
2021-11-27T17:40:12.306,918237,GOAU4,1,2500,2500,2500,16.61,41525.0,41525.0,41525.0,RODRIGUEZ
2021-11-27T12:32:38.560,987453,GOAU4,2,17500,17500,17500,14.34,250950.0,250950.0,250950.0,RODRIGUEZ
2021-11-27T10:44:51.976,918237,ITUB4,1,7500,3900,3900,17.48,131100.0,68172.0,68172.0,GARCIA
2021-11-27T14:07:40.299,849651,BBAS3,2,14500,500,14500,19.4,281300.0,9700.0,281300.0,MARTINEZ
2021-11-27T11:58:54.529,071264,BPAC11,2,500,500,500,17.36,8680.0,8680.0,8680.0,RODRIGUEZ
2021-11-27T17:47:42.381,987453,BBAS3,2,7500,500,7500,12.55,94125.0,6275.0,94125.0,MILLER
2021-11-27T11:47:25.076,918237,ITUB4,1,7500,500,4400,17.48,131100.0,8740.0,76912.0,GARCIA
2021-11-27T16:39:40.345,918239,GOAU4,2,12500,8500,8500,15.97,199625.0,135745.0,135745.0,MILLER
2021-11-27T15:49:29.561,071264,POMO4,1,6500,6500,6500,13.48,87620.0,87620.0,87620.0,SMITH
2021-11-27T11:11:53.431,918239,RAPT4,2,1500,1500,1500,16.16,24240.0,24240.0,24240.0,MILLER
2021-11-27T17:23:57.440,987453,PETR4,2,500,100,400,16.4,8200.0,1639.9999999999998,6559.999999999999,GARCIA
2021-11-27T16:27:25.171,981727,SLCE3,2,15500,15500,15500,15.96,247380.0,247380.0,247380.0,DAVIS
2021-11-27T13:18:24.245,879865,IGTI3,1,20500,20500,20500,10.32,211560.0,211560.0,211560.0,WILLIAMS
2021-11-27T17:51:56.374,987453,IGTI3,1,19500,19500,19500,12.56,244920.0,244920.0,244920.0,WILLIAMS
2021-11-27T16:58:12.195,918239,GOAU4,2,12500,1600,10100,15.97,199625.0,25552.0,161297.0,MILLER
2021-11-27T13:50:45.139,918239,RAPT4,2,24500,24500,24500,12.67,310415.0,310415.0,310415.0,SMITH
2021-11-27T10:28:01.568,981727,SLCE3,2,8500,500,500,16.94,143990.0,8470.0,8470.0,WILLIAMS
2021-11-27T13:56:17.649,981727,SLCE3,2,8500,8000,8500,16.94,143990.0,135520.0,143990.0,WILLIAMS
2021-11-27T14:09:01.818,987453,SLCE3,1,4500,1900,1900,16.69,75105.0,31711.000000000004,31711.000000000004,JONES
2021-11-27T13:00:15.450,879865,BBAS3,1,20500,20500,20500,14.26,292330.0,292330.0,292330.0,MARTINEZ
2021-11-27T11:08:11.761,987453,IGTI3,1,2500,200,200,11.14,27850.0,2228.0,2228.0,GARCIA
2021-11-27T14:25:03.820,918239,RAPT4,1,14500,14500,14500,15.08,218660.0,218660.0,218660.0,JOHNSON
2021-11-27T16:09:33.376,918237,ITUB4,1,7500,3100,7500,17.48,131100.0,54188.0,131100.0,GARCIA
2021-11-27T12:50:30.427,987453,IGTI3,1,2500,2300,2500,11.14,27850.0,25622.0,27850.0,GARCIA
2021-11-27T14:06:10.171,879865,BBAS3,1,16500,16500,16500,14.83,244695.0,244695.0,244695.0,DAVIS
2021-11-27T17:48:59.573,987453,PETR4,2,500,100,500,16.4,8200.0,1639.9999999999998,8200.0,GARCIA
2021-11-27T14:55:30.436,987453,BBAS3,1,22500,22500,22500,10.49,236025.0,236025.0,236025.0,DAVIS
2021-11-27T17:06:13.110,918239,GOAU4,2,12500,900,11000,15.97,199625.0,14373.0,175670.0,MILLER
2021-11-27T17:29:24.421,918239,GOAU4,2,12500,1500,12500,15.97,199625.0,23955.0,199625.0,MILLER
2021-11-27T12:26:25.743,498213,BBAS3,1,1500,1300,1300,13.1,19650.0,17030.0,17030.0,MILLER
2021-11-27T14:15:35.752,879865,POMO4,1,23500,23500,23500,12.72,298920.0,298920.0,298920.0,SMITH
2021-11-27T17:52:58.789,849651,SLCE3,1,14500,14500,14500,13.97,202565.0,202565.0,202565.0,WILLIAMS
2021-11-27T14:44:58.037,498213,BBAS3,1,1500,100,1400,13.1,19650.0,1310.0,18340.0,MILLER
2021-11-27T16:29:53.487,879865,IGTI3,1,23500,8100,8100,10.55,247925.00000000003,85455.0,85455.0,DAVIS
2021-11-27T14:55:22.729,987453,SLCE3,1,4500,2000,3900,16.69,75105.0,33380.0,65091.00000000001,JONES
2021-11-27T15:36:20.178,498213,BBAS3,1,1500,100,1500,13.1,19650.0,1310.0,19650.0,MILLER
2021-11-27T16:27:33.880,987453,ITUB4,2,2500,1400,1400,19.58,48949.99999999999,27411.999999999996,27411.999999999996,DAVIS
2021-11-27T15:25:58.982,987453,SLCE3,1,4500,600,4500,16.69,75105.0,10014.0,75105.0,JONES
2021-11-27T17:06:24.229,879865,IGTI3,1,23500,10400,18500,10.55,247925.00000000003,109720.00000000001,195175.0,DAVIS
2021-11-27T12:15:34.623,981727,ITUB4,2,22500,2300,2300,18.26,410850.00000000006,41998.0,41998.0,SMITH
2021-11-27T13:36:22.827,164532,ITUB4,1,15500,15500,15500,10.49,162595.0,162595.0,162595.0,RODRIGUEZ
2021-11-27T12:38:28.930,981727,ITUB4,2,22500,10600,12900,18.26,410850.00000000006,193556.00000000003,235554.00000000003,SMITH
2021-11-27T17:21:37.569,987453,ITUB4,2,2500,1000,2400,19.58,48949.99999999999,19580.0,46991.99999999999,DAVIS
2021-11-27T13:25:40.940,164532,IGTI3,1,21500,19400,19400,16.89,363135.0,327666.0,327666.0,DAVIS
2021-11-27T17:27:18.008,987453,ITUB4,2,2500,100,2500,19.58,48949.99999999999,1957.9999999999998,48949.99999999999,DAVIS
2021-11-27T12:13:58.165,849651,BPAC11,2,2500,2500,2500,13.02,32550.0,32550.0,32550.0,BROWN
2021-11-27T11:14:21.221,879865,SLCE3,2,4500,4300,4300,15.66,70470.0,67338.0,67338.0,MARTINEZ
2021-11-27T13:52:50.141,164532,ITUB4,2,1500,1500,1500,10.67,16005.0,16005.0,16005.0,MILLER
2021-11-27T15:50:08.170,849651,IGTI3,1,16500,16500,16500,17.99,296835.0,296835.0,296835.0,DAVIS
2021-11-27T17:18:47.855,879865,IGTI3,1,23500,5000,23500,10.55,247925.00000000003,52750.0,247925.00000000003,DAVIS
2021-11-27T15:13:43.659,981727,ITUB4,2,22500,7000,19900,18.26,410850.00000000006,127820.00000000001,363374.00000000006,SMITH
2021-11-27T12:12:35.380,849651,BBAS3,2,20500,20500,20500,18.05,370025.0,370025.0,370025.0,DAVIS
2021-11-27T17:11:10.622,987453,ITUB4,2,15500,5300,5300,12.32,190960.0,65296.0,65296.0,MARTINEZ
2021-11-27T15:56:40.329,164532,IGTI3,1,21500,100,19500,16.89,363135.0,1689.0,329355.0,DAVIS
2021-11-27T12:38:45.801,498213,IGTI3,2,21500,21500,21500,11.84,254560.0,254560.0,254560.0,MILLER
2021-11-27T17:40:05.194,987453,ITUB4,2,15500,10200,15500,12.32,190960.0,125664.0,190960.0,MARTINEZ
2021-11-27T17:27:10.900,164532,IGTI3,1,21500,1200,20700,16.89,363135.0,20268.0,349623.0,DAVIS
2021-11-27T13:19:17.859,849651,IGTI3,1,4500,4500,4500,10.13,45585.0,45585.0,45585.0,GARCIA
2021-11-27T13:21:28.578,879865,SLCE3,2,4500,200,4500,15.66,70470.0,3132.0,70470.0,MARTINEZ
2021-11-27T17:32:57.161,164532,IGTI3,1,21500,800,21500,16.89,363135.0,13512.0,363135.0,DAVIS
2021-11-27T16:06:11.864,981727,ITUB4,2,22500,1200,21100,18.26,410850.00000000006,21912.000000000004,385286.00000000006,SMITH
2021-11-27T16:16:37.471,981727,ITUB4,2,22500,100,21200,18.26,410850.00000000006,1826.0000000000002,387112.00000000006,SMITH
2021-11-27T16:31:50.488,981727,ITUB4,2,22500,800,22000,18.26,410850.00000000006,14608.000000000002,401720.00000000006,SMITH
2021-11-27T16:59:41.765,981727,ITUB4,2,22500,500,22500,18.26,410850.00000000006,9130.0,410850.00000000006,SMITH
2021-11-27T14:10:00.908,849651,VALE3,1,16500,16500,16500,10.6,174900.0,174900.0,174900.0,RODRIGUEZ
2021-11-27T15:06:07.226,879865,POMO4,1,20500,1100,1100,13.2,270600.0,14520.0,14520.0,SMITH
